#Organism Group,Strain,Serovar,Isolate,Create Date,Location,Isolation Source,Isolation type,Host,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,K-mer group
E.coli and Shigella,681,,PDT000168812.1,2016-12-08T22:11:01Z,China: Shandong,commercial chicken farm,environmental/other,fly,,,,SAMN05928957,GCA_001893395.1,"aph(3')-IIa,blaCTX-M-55,blaEC,blaNDM-5,blaTEM,ble,dfrA14,fosA3,mph(A),qnrS1,sul2,tet(M)",PDG000000004.1583
E.coli and Shigella,496,,PDT000168816.1,2016-12-08T22:12:01Z,China: Shandong,commercial chicken farm,environmental/other,fly,,,,SAMN05928961,GCA_001893455.1,"aac(3)-IV,aac(6')-Ib-cr5,aadA2,aadA5,aph(3'')-Ib,aph(3')-Ia,aph(4)-Ia,aph(6)-Id,armA,arr-3,blaCTX-M-55,blaEC,blaNDM-5,blaOXA-1,blaTEM,ble,catB3,dfrA12,floR,fosA3,mph(A),oqxA,oqxB,qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,633,,PDT000168815.1,2016-12-08T22:11:59Z,China: Shandong,anal swabs from commercial chicken farm,environmental/other,dog,,,,SAMN05928966,GCA_001893475.1,"aadA5,blaCMY-2,blaEC,blaNDM-5,ble,dfrA12,dfrA17,fosA4,mph(A),qacEdelta1,sul1,tet(A)",PDG000000004.1583
E.coli and Shigella,658,,PDT000168819.1,2016-12-08T22:12:57Z,China: Shandong,chicken legs and breast from supermarket,environmental/other,,,,,SAMN05928980,GCA_001893545.1,"aac(3)-IV,aac(6')-Ib-cr5,aadA1,aadA2,aadA5,aph(3'')-Ib,aph(4)-Ia,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-9,blaOXA-1,ble,bleO,catB3,cmlA1,dfrA17,floR,fosA3,mph(A),qacE,qacL,rmtB1,sul1,sul2,sul3,tet(A)",PDG000000004.1583
E.coli and Shigella,660,,PDT000168820.1,2016-12-08T22:12:59Z,China: Shandong,chicken legs and breast from supermarket,environmental/other,,,,,SAMN05928982,GCA_001893555.1,"aac(3)-IId,aac(3)-IV,aadA2,aph(3')-Ia,aph(4)-Ia,blaCTX-M-55,blaEC,blaNDM-5,blaTEM-1,ble,floR,fosA3,lnu(F),qnrS1,sul2,sul3,tet(A)",PDG000000004.1583
E.coli and Shigella,680,,PDT000168821.1,2016-12-08T22:13:47Z,China: Shandong,chicken legs and breast from supermarket,environmental/other,,,,,SAMN05928984,GCA_001893605.1,"aac(3)-IId,aadA2,aadA5,aph(3'')-Ib,aph(3')-IIa,aph(6)-Id,blaCTX-M-65,blaEC,blaNDM-9,blaTEM-1,ble,dfrA12,dfrA17,floR,fosA3,mcr-1.1,mph(A),oqxA2,oqxB2,qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,709,,PDT000168823.1,2016-12-08T22:13:57Z,China: Shandong,chicken legs and breast from supermarket,environmental/other,,,,,SAMN05928986,GCA_001893615.1,"aac(3)-IV,aadA1,aadA2,aph(3'')-Ib,aph(3')-Ia,aph(4)-Ia,aph(6)-Id,blaCTX-M-65,blaEC,blaNDM-9,blaTEM-1,ble,dfrA1,dfrA12,floR,fosA3,mph(A),sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,675,,PDT000168822.1,2016-12-08T22:13:56Z,China: Shandong,chicken legs and breast from supermarket,environmental/other,,,,,SAMN05928985,GCA_001893625.1,"aac(6')-Il,aadA5,aph(3'')-Ib,aph(3')-IIa,aph(6)-Id,blaCMY-2,blaEC,blaNDM-5,ble,dfrA17,floR,fosA3,mph(A),oqxA2,oqxB,qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,679,,PDT000168824.1,2016-12-08T22:14:00Z,China: Shandong,chicken legs and breast from supermarket,environmental/other,,,,,SAMN05928988,GCA_001893635.1,"aadA1,aadA2,aph(3'')-Ib,aph(3')-IIa,aph(3')-Ia,aph(6)-Id,blaCTX-M-55,blaEC,blaNDM-9,ble,catA2,cmlA1,dfrA12,floR,fosA3,mcr-1.1,mph(A),oqxA2,oqxB2,qacEdelta1,qacL,sul1,sul2,sul3,tet(A)",PDG000000004.1583
E.coli and Shigella,614,,PDT000168828.1,2016-12-08T22:15:08Z,China: Shandong,cecum from slaughterhouse,environmental/other,chicken,,,,SAMN05928996,GCA_001893715.1,"aac(3)-IIa,aac(3)-IId,aac(6')-Ib-cr5,aadA16,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,armA,arr-3,blaCTX-M-27,blaEC,blaNDM-1,blaOXA-1,ble,catA2,dfrA27,erm(B),floR,fosA3,mcr-1.1,mph(A),mph(E),msr(E),qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,711,,PDT000168831.1,2016-12-08T22:16:00Z,China: Shandong,fecal swabs from commercial chicken farm,environmental/other,swallow,,,,SAMN05929004,GCA_001893775.1,"aac(3)-IV,aadA1,aph(3'')-Ib,aph(3')-Ia,aph(4)-Ia,aph(6)-Id,blaEC,blaNDM-5,blaTEM-1,ble,bleO,dfrA1,floR,mph(A),qacEdelta1,rmtB1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,720,,PDT000168833.1,2016-12-08T22:16:39Z,China: Shandong,cloaca swabs from commercial farm,environmental/other,chicken,,,,SAMN05929017,GCA_001893845.1,"aac(3)-IId,aac(3)-IV,aadA1,aadA2,aph(3')-Ia,aph(4)-Ia,blaCTX-M-65,blaEC,blaTEM-1,cmlA1,dfrA12,floR,fosA3,mph(A),oqxA,oqxB,qacL,sul3,tet(A)",PDG000000004.1583
E.coli and Shigella,549,,PDT000168837.1,2016-12-08T22:17:46Z,China: Shandong,commercial chicken farm,environmental/other,fly,,,,SAMN05928959,GCA_001893915.1,"aac(3)-II,aadA2,aph(3'')-Ib,aph(3')-IIa,aph(3')-Ia,aph(6)-Id,blaCTX-M-55,blaEC,blaNDM-1,blaTEM-1,ble,dfrA12,erm(T),floR,fosA3,mcr-1.1,mph(A),qacEdelta1,qacL,rmtB1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,497,,PDT000168838.1,2016-12-08T22:17:57Z,China: Shandong,commercial chicken farm,environmental/other,fly,,,,SAMN05928962,GCA_001893935.1,"aadA2,aph(3')-Ia,blaEC,blaNDM-9,ble,dfrA12,fosA3,mph(A),qacEdelta1,sul1",PDG000000004.1583
E.coli and Shigella,571,,PDT000168845.1,2016-12-08T22:19:38Z,China: Shandong,chicken legs and breast from supermarket,environmental/other,,,,,SAMN05928979,GCA_001894075.1,"aac(3)-IId,aadA2,aph(3'')-Ib,aph(3')-IIa,aph(6)-Id,blaEC,blaNDM-9,blaTEM-1,ble,dfrA12,floR,mcr-1.1,mph(A),oqxA,oqxB,qacE,rmtB1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,682,,PDT000168846.1,2016-12-08T22:19:41Z,China: Shandong,chicken legs and breast from supermarket,environmental/other,,,,,SAMN05928987,GCA_001894085.1,"aac(3)-IV,aac(6')-Ib-cr5,aadA1,aadA2,aph(4)-Ia,arr-3,blaCTX-M-65,blaEC,blaNDM-5,blaOXA-1,blaTEM-1,ble,bleO,catB3,dfrA1,floR,fosA3,mph(A),oqxA,oqxB,qacE,qacL,sul1,sul2,sul3",PDG000000004.1583
E.coli and Shigella,713,,PDT000168847.1,2016-12-08T22:19:57Z,China: Shandong,chicken legs and breast from supermarket,environmental/other,,,,,SAMN05928989,GCA_001894125.1,"aac(3)-IId,aadA2,aadA5,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCTX-M-55,blaCTX-M-65,blaEC,blaNDM-1,blaTEM-1,ble,dfrA12,dfrA17,fosA3,mph(A),qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,444,,PDT000168848.1,2016-12-08T22:20:26Z,China: Shandong,cecum from slaughterhouse,environmental/other,chicken,,,,SAMN05928994,GCA_001894145.1,"aac(6')-Ib3,aadA1,aadA16,aadA2,aadA5,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,arr-3,blaCMY,blaCTX-M,blaEC,blaNDM-1,blaTEM-1,ble,bleO,catA1,catB3,cmlA1,dfrA12,dfrA14,dfrA17,dfrA27,erm(B),floR,fosA3,mcr-1.1,oqxA,oqxB,qacEdelta1,qacL,rmtB1,sul1,sul2,sul3,tet(A)",PDG000000004.1583
E.coli and Shigella,728,,PDT000168850.1,2016-12-08T22:20:35Z,China: Shandong,cloaca swabs from hatchery farm,environmental/other,chicken,,,,SAMN05929007,GCA_001894165.1,"aadA1,aadA2,aph(3')-Ia,aph(6)-Id,blaEC,catA1,cmlA1,dfrA12,mcr-1.1,mef(B),qacL,sul2,sul3,tet(B)",PDG000000004.1583
E.coli and Shigella,721,,PDT000168851.1,2016-12-08T22:20:42Z,China: Shandong,cloaca swabs from commercial farm,environmental/other,chicken,,,,SAMN05929013,GCA_001894195.1,"aac(3)-IV,aadA1,aph(3'')-Ib,aph(3')-Ia,aph(4)-Ia,aph(6)-Id,arr-2,blaCMY-140,blaCTX-M-65,blaEC,blaOXA-10,blaTEM-1,catA1,cmlA5,dfrA12,dfrA14,floR,lnu(F),mph(A),qacEdelta1,qacL,qnrS1,sul1,sul2,sul3,tet(A)",PDG000000004.1583
E.coli and Shigella,493,,PDT000168853.1,2016-12-08T22:21:35Z,China: Shandong,commercial chicken farm,environmental/other,fly,,,,SAMN05928956,GCA_001894235.1,"aac(3)-IId,aac(3)-IV,aac(6')-Ib-cr5,aadA1,aadA16,aadA2,aph(3'')-Ib,aph(3')-Ia,aph(4)-Ia,aph(6)-Id,arr-3,blaCTX-M-14,blaEC,blaNDM-1,ble,bleO,catB3,cmlA1,dfrA12,dfrA27,floR,mph(A),oqxA,oqxB,qacEdelta1,qacL,sul1,sul2,sul3,tet(A)",PDG000000004.1583
E.coli and Shigella,498,,PDT000168854.1,2016-12-08T22:21:41Z,China: Shandong,commercial chicken farm,environmental/other,fly,,,,SAMN05928963,GCA_001894255.1,"aac(3)-IV,aadA2,aph(3'')-Ib,aph(3')-Ia,aph(4)-Ia,aph(6)-Id,blaCTX-M-123,blaEC,blaNDM-5,blaTEM-1,ble,bleO,dfrA12,floR,fosA3,mph(A),sul2,tet(B)",PDG000000004.1583
E.coli and Shigella,659,,PDT000168860.1,2016-12-08T22:23:29Z,China: Shandong,chicken legs and breast from supermarket,environmental/other,,,,,SAMN05928981,GCA_001894385.1,"aac(3)-IV,aac(6')-Ib-cr5,aadA1,aadA2,aph(3')-Ia,aph(4)-Ia,arr-3,blaCTX-M-14,blaEC,blaNDM-5,blaOXA-1,ble,catB3,cmlA1,floR,fosA3,mcr-1.1,qacEdelta1,qacL,qnrS2,sul2,sul3,tet(A),tet(M)",PDG000000004.1583
E.coli and Shigella,708,,PDT000168861.1,2016-12-08T22:23:36Z,China: Shandong,chicken legs and breast from supermarket,environmental/other,,,,,SAMN05928983,GCA_001894395.1,"aac(3)-IV,aadA1,aadA2,aadA5,aph(3'')-Ib,aph(3')-Ia,aph(4)-Ia,aph(6)-Id,arr-2,blaCTX-M-65,blaEC,blaNDM-9,blaOXA-10,blaTEM-1,ble,cmlA1,dfrA12,dfrA14,dfrA17,floR,fosA3,lnu(F),mph(A),qacEdelta1,qacL,qnrS1,sul1,sul2,sul3,tet(A)",PDG000000004.1583
E.coli and Shigella,714,,PDT000168863.1,2016-12-08T22:23:42Z,China: Shandong,chicken legs and breast from supermarket,environmental/other,,,,,SAMN05928990,GCA_001894415.1,"aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-55,blaEC,blaNDM-5,blaTEM,ble,dfrA14,dfrA17,floR,fosA3,mph(A),qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,570,,PDT000168864.1,2016-12-08T22:24:25Z,China: Shandong,cecum from slaughterhouse,environmental/other,chicken,,,,SAMN05928993,GCA_001894465.1,"aac(6')-Il,aadA2,aph(3'')-Ib,aph(3')-IIa,aph(6)-Id,blaCTX-M-55,blaEC,blaNDM-9,blaTEM,ble,dfrA12,erm(T),floR,fosA3,mcr-1.1,mph(A),oqxA2,oqxB,qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,687,,PDT000168867.1,2016-12-08T22:24:44Z,China: Shandong,cecum from slaughterhouse,environmental/other,chicken,,,,SAMN05928997,GCA_001894475.1,"aac(6')-Ib-cr5,aadA16,aadA5,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,armA,arr-3,blaCTX-M-55,blaEC,blaNDM-1,blaOXA-1,ble,catA1,catB,dfrA17,dfrA27,erm(F),floR,fosA3,mcr-1.1,mph(A),mph(E),msr(E),qacEdelta1,qepA,rmtB1,sul1,sul2,tet(A),tet(X)",PDG000000004.1583
E.coli and Shigella,443,,PDT000168865.1,2016-12-08T22:24:37Z,China: Shandong,sewage from slaughterhouse,environmental/other,,,,,SAMN05928998,GCA_001894495.1,"aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCTX-M-65,blaEC,blaNDM-5,blaTEM-1,ble,catA1,dfrA14,floR,fosA3,mph(A),rmtB1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,656,,PDT000168869.1,2016-12-08T22:25:33Z,China: Shandong,fecal swabs from commercial chicken farm,environmental/other,swallow,,,,SAMN05929005,GCA_001894555.1,"aac(3)-IId,aac(6')-Ib-cr5,aadA16,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-65,blaEC,blaNDM-1,ble,catB3,dfrA27,floR,fosA3,qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,727,,PDT000168870.1,2016-12-08T22:25:40Z,China: Shandong,cloaca swabs from hatchery farm,environmental/other,chicken,,,,SAMN05929006,GCA_001894565.1,"aph(3'')-Ib,aph(3')-IIa,aph(6)-Id,blaCTX-M-55,blaEC,blaTEM-1,ble,catA1,floR,fosA3,mcr-1.1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,724,,PDT000168871.1,2016-12-08T22:25:44Z,China: Shandong,cloaca swabs from commercial farm,environmental/other,chicken,,,,SAMN05929008,GCA_001894585.1,"aac(3)-IV,aac(6')-Ib-cr5,aadA1,aadA2,aadA5,aph(3'')-Ib,aph(4)-Ia,aph(6)-Id,arr-3,blaCTX-M-123,blaEC,blaOXA-1,blaTEM-1,bleO,catB3,cmlA1,dfrA17,erm(B),floR,fosA3,mcr-1.1,mph(A),oqxA,oqxB,qacE,qacL,sul1,sul2,sul3,tet(A),tet(M)",PDG000000004.1583
E.coli and Shigella,725,,PDT000168873.1,2016-12-08T22:26:37Z,China: Shandong,cloaca swabs from commercial farm,environmental/other,chicken,,,,SAMN05929009,GCA_001894625.1,"aph(3'')-Ib,aph(3')-IIa,aph(6)-Id,blaCTX-M-123,blaEC,blaTEM-1,ble,bleO,floR,fosA3,mcr-1.1,mph(A),oqxA,oqxB,qacEdelta1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,717,,PDT000168872.1,2016-12-08T22:26:35Z,China: Shandong,cloaca swabs from commercial farm,environmental/other,chicken,,,,SAMN05929011,GCA_001894635.1,"aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-65,blaEC,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,718,,PDT000168874.1,2016-12-08T22:26:38Z,China: Shandong,cloaca swabs from commercial farm,environmental/other,chicken,,,,SAMN05929012,GCA_001894645.1,"blaCTX-M-123,blaEC,dfrA14,qnrS2",PDG000000004.1583
E.coli and Shigella,685,,PDT000168876.1,2016-12-08T22:27:29Z,China: Shandong,cloaca swabs from commercial farm,environmental/other,chicken,,,,SAMN05929018,GCA_001894705.1,"aac(3)-IId,aac(3)-IV,aac(6')-Il,aadA1,aadA2,aph(3'')-Ib,aph(3')-IIa,aph(4)-Ia,aph(6)-Id,blaCMY-2,blaCTX-M-55,blaEC,ble,cmlA1,floR,mcr-1.1,mph(A),oqxA,oqxB,qacEdelta1,qacL,sul1,sul3,tet(A)",PDG000000004.1583
E.coli and Shigella,723,,PDT000168877.1,2016-12-08T22:27:30Z,China: Shandong,cloaca swabs from commercial farm,environmental/other,chicken,,,,SAMN05929015,GCA_001894715.1,"aac(3)-IId,aac(3)-IV,aac(6')-Ib-cr5,aadA1,aadA2,aph(3')-Ia,aph(4)-Ia,arr-3,blaCTX-M-65,blaEC,blaOXA-1,blaTEM-1,bleO,catB3,cmlA1,dfrA12,floR,fosA3,mcr-1.1,mph(A),oqxA,oqxB,qacE,qacL,sul1,sul2,sul3,tet(A)",PDG000000004.1583
E.coli and Shigella,C4,,PDT000171784.1,2016-12-12T15:51:02Z,,,environmental/other,cow,,,,SAMN03252412,GCA_001900315.1,blaEC,PDG000000004.1583
E.coli and Shigella,D7,,PDT000171787.1,2016-12-12T15:52:25Z,,,environmental/other,dog,,,,SAMN03252425,GCA_001900375.1,"aac(3)-IId,aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,D8,,PDT000171788.1,2016-12-12T15:52:49Z,,,environmental/other,dog,,,,SAMN03252426,GCA_001900395.1,blaEC,PDG000000004.1583
E.coli and Shigella,H7,,PDT000171791.1,2016-12-12T15:54:12Z,,,environmental/other,,,,,SAMN03252434,GCA_001900455.1,blaEC,PDG000000004.1583
E.coli and Shigella,H10,,PDT000171792.1,2016-12-12T15:54:39Z,,,environmental/other,,,,,SAMN03252436,GCA_001900475.1,blaEC,PDG000000004.1583
E.coli and Shigella,C2,,PDT000171793.1,2016-12-12T15:55:07Z,,,environmental/other,cow,,,,SAMN03252410,GCA_001900495.1,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,C5,,PDT000171795.1,2016-12-12T15:56:12Z,,,environmental/other,cow,,,,SAMN03252413,GCA_001900535.1,blaEC,PDG000000004.1583
E.coli and Shigella,C8,,PDT000171796.1,2016-12-12T15:56:40Z,,,environmental/other,cow,,,,SAMN03252415,GCA_001900555.1,blaEC,PDG000000004.1583
E.coli and Shigella,C9,,PDT000171797.1,2016-12-12T15:57:19Z,,,environmental/other,cow,,,,SAMN03252416,GCA_001900575.1,"blaEC,qnrS1,tet(A)",PDG000000004.1583
E.coli and Shigella,D1,,PDT000171798.1,2016-12-12T15:57:44Z,,,environmental/other,dog,,,,SAMN03252419,GCA_001900595.1,blaEC,PDG000000004.1583
E.coli and Shigella,D2,,PDT000171799.1,2016-12-12T15:58:18Z,,,environmental/other,dog,,,,SAMN03252420,GCA_001900615.1,"aac(3)-IId,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-24,blaEC,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,D3,,PDT000171800.1,2016-12-12T15:58:46Z,,,environmental/other,dog,,,,SAMN03252421,GCA_001900635.1,"aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-55,blaEC,blaTEM-1,catA1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(B)",PDG000000004.1583
E.coli and Shigella,D5,,PDT000171802.1,2016-12-12T15:59:56Z,,,environmental/other,dog,,,,SAMN03252423,GCA_001900675.1,"aac(3)-IV,aadA5,aph(4)-Ia,blaCTX-M,blaEC,dfrA17,floR,qacE,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,D6,,PDT000171803.1,2016-12-12T16:00:29Z,,,environmental/other,dog,,,,SAMN03252424,GCA_001900695.1,"aac(3)-IId,aadA1,aadA2,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-14,blaEC,blaTEM-1,cmlA1,dfrA12,dfrA17,mph(A),qacEdelta1,qacL,sul1,sul2,sul3,tet(A)",PDG000000004.1583
E.coli and Shigella,D10,,PDT000171805.1,2016-12-12T16:01:53Z,,,environmental/other,dog,,,,SAMN03252428,GCA_001900735.1,"blaEC,sul2,tet(B)",PDG000000004.1583
E.coli and Shigella,H1,,PDT000171806.1,2016-12-12T16:03:01Z,,,environmental/other,,,,,SAMN03252429,GCA_001900775.1,"blaEC,tet(A)",PDG000000004.1583
E.coli and Shigella,H2,,PDT000171807.1,2016-12-12T16:03:46Z,,,environmental/other,,,,,SAMN03252430,GCA_001900795.1,"aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaEC,blaOXA-1,catB3,dfrA17,qacEdelta1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,H3,,PDT000171808.1,2016-12-12T16:04:17Z,,,environmental/other,,,,,SAMN03252431,GCA_001900815.1,"aadA1,aph(3')-IIa,arr-2,blaEC,blaOXA-10,ble,cmlA5,dfrA14,floR,qnrS1,tet(A)",PDG000000004.1583
E.coli and Shigella,H8,,PDT000171809.1,2016-12-12T16:04:46Z,,,environmental/other,,,,,SAMN03252435,GCA_001900835.1,"aac(3)-IIa,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaTEM,dfrA17,erm(B),floR,mph(A),qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,S3,,PDT000171811.1,2016-12-12T16:50:58Z,,,environmental/other,,,,,SAMN03252450,GCA_001900905.1,blaEC,PDG000000004.1583
E.coli and Shigella,S40,,PDT000171813.1,2016-12-12T16:52:02Z,,,environmental/other,,,,,SAMN03252454,GCA_001900945.1,blaEC,PDG000000004.1583
E.coli and Shigella,S42,,PDT000171814.1,2016-12-12T16:52:31Z,,,environmental/other,,,,,SAMN03252455,GCA_001900965.1,blaEC,PDG000000004.1583
E.coli and Shigella,S43,,PDT000171815.1,2016-12-12T16:53:02Z,,,environmental/other,,,,,SAMN03252456,GCA_001900985.1,blaEC,PDG000000004.1583
E.coli and Shigella,H15,,PDT000171816.1,2016-12-12T16:53:35Z,,,environmental/other,,,,,SAMN03252438,GCA_001901005.1,blaEC,PDG000000004.1583
E.coli and Shigella,M8,,PDT000171820.1,2016-12-12T16:55:58Z,,,environmental/other,mouse,,,,SAMN03252442,GCA_001901085.1,blaEC,PDG000000004.1583
E.coli and Shigella,M10,,PDT000171822.1,2016-12-12T16:57:42Z,,,environmental/other,mouse,,,,SAMN03252444,GCA_001901125.1,blaEC,PDG000000004.1583
E.coli and Shigella,M18,,PDT000171825.1,2016-12-12T17:01:01Z,,,environmental/other,mouse,,,,SAMN03252447,GCA_001901185.1,blaEC,PDG000000004.1583
E.coli and Shigella,S1,,PDT000171827.1,2016-12-12T17:02:30Z,,,environmental/other,mouse,,,,SAMN03252449,GCA_001901315.1,blaEC,PDG000000004.1583
E.coli and Shigella,S30,,PDT000171828.1,2016-12-12T17:03:10Z,,,environmental/other,,,,,SAMN03252453,GCA_001901365.1,"aac(3)-IId,aadA2,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,dfrA12,fosA3,mph(A),oqxA,oqxB,qacEdelta1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,S50,,PDT000171829.1,2016-12-12T17:03:53Z,,,environmental/other,,,,,SAMN03252457,GCA_001901405.1,"blaDHA-1,blaEC,mph(A),qacE,qnrB4,sul1",PDG000000004.1583
E.coli and Shigella,S56,,PDT000171831.1,2016-12-12T17:05:01Z,,,environmental/other,,,,,SAMN03252458,GCA_001901445.1,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA14,floR,qnrS1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,S10,,PDT000171832.1,2016-12-12T17:50:34Z,,,environmental/other,,,,,SAMN03252451,GCA_001901465.1,blaEC,PDG000000004.1583
E.coli and Shigella,113,,PDT000172092.1,2016-12-14T14:41:46Z,Finland,fecal sample,environmental/other,deer,,,,SAMN05954727,GCA_001902665.1,blaEC,PDG000000004.1583
E.coli and Shigella,453,,PDT000172095.1,2016-12-14T15:41:20Z,Finland,fecal sample,environmental/other,deer,,,,SAMN05954726,GCA_001902675.1,blaEC,PDG000000004.1583
E.coli and Shigella,117,,PDT000172094.1,2016-12-14T14:41:49Z,Finland,fecal sample,environmental/other,deer,,,,SAMN05954728,GCA_001902685.1,blaEC,PDG000000004.1583
E.coli and Shigella,256,,PDT000172096.1,2016-12-14T15:41:22Z,Finland,fecal sample,environmental/other,deer,,,,SAMN05954729,GCA_001902735.1,blaEC,PDG000000004.1583
E.coli and Shigella,11226,,PDT000177794.1,2017-01-12T19:11:07Z,Japan:Hokkaido,,environmental/other,Cervus nippon yesoensis,,,,SAMD00065523,GCA_001950695.1,blaEC,PDG000000004.1583
E.coli and Shigella,11229,,PDT000177795.1,2017-01-12T19:11:33Z,Japan:Hokkaido,,environmental/other,Cervus nippon yesoensis,,,,SAMD00065524,GCA_001950715.1,blaEC,PDG000000004.1583
E.coli and Shigella,11247,,PDT000177796.1,2017-01-12T19:11:59Z,Japan:Hokkaido,,environmental/other,Cervus nippon yesoensis,,,,SAMD00065525,GCA_001950735.1,blaEC,PDG000000004.1583
E.coli and Shigella,15821,,PDT000177797.1,2017-01-12T19:12:27Z,Japan:Hokkaido,,environmental/other,Cervus nippon yesoensis,,,,SAMD00065526,GCA_001950755.1,blaEC,PDG000000004.1583
E.coli and Shigella,16309,,PDT000177798.1,2017-01-12T19:12:59Z,Japan:Hokkaido,,environmental/other,Cervus nippon yesoensis,,,,SAMD00065527,GCA_001950775.1,blaEC,PDG000000004.1583
E.coli and Shigella,ICBEC3AM,,PDT000180920.1,2017-01-20T02:01:56Z,Brazil: Santos,seawater,environmental/other,,,,,SAMN05971811,GCA_001957205.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM,catA1,dfrA1,dfrA8,mcr-1,qacEdelta1,qnrB19,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,Ec1333,,PDT000197543.1,2017-03-23T14:50:34Z,Brazil,sewage,environmental/other,,,,,SAMN05013687,GCA_001957215.1,"blaCTX-M-8,blaEC",PDG000000004.1583
E.coli and Shigella,ICBEC2AM,,PDT000180921.1,2017-01-20T02:01:59Z,Brazil: Santos,seawater,environmental/other,,,,,SAMN05971374,GCA_001957225.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaCTX-M-8,blaEC,lnu(F),mcr-1.1,qnrB19,sul2",PDG000000004.1583
E.coli and Shigella,ICBEc10,,PDT000184582.1,2017-02-01T19:01:58Z,Brazil: Amazon,Rectal swab,environmental/other,dog,,,,SAMN06246910,GCA_001981465.1,"aadA2,blaCTX-M-14,blaEC,dfrA12,erm(B),mph(A),qacEdelta1,sul1",PDG000000004.1583
E.coli and Shigella,ICBEc05,,PDT000184583.1,2017-02-01T22:15:25Z,Brazil: Amazon,Rectal swab,environmental/other,dog,,,,SAMN06234269,GCA_001982485.1,"blaCTX-M,blaEC,blaTEM-1,erm(B)",PDG000000004.1583
E.coli and Shigella,CF1-2,,PDT000184584.1,2017-02-01T22:15:47Z,Brazil: Sao Paulo,chicken breast meat,environmental/other,,,,,SAMN06236403,GCA_001982505.1,"aadA1,ant(2'')-Ia,blaCTX-M-2,blaEC,mcr-1.1,qacEdelta1,sul1",PDG000000004.1583
E.coli and Shigella,CF341,,PDT000185859.1,2017-02-06T01:01:42Z,Brazil:Sao Paulo,chicken breast,environmental/other,,,,,SAMN06285143,GCA_001984845.1,"aadA1,aadA2,blaCTX-M-2,blaEC,mcr-1.1,qacE,qacL,sul1,sul2,sul3",PDG000000004.1583
