#Organism Group,Strain,Serovar,Isolate,Create Date,Location,Isolation Source,Isolation type,Host,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,K-mer group
"E.coli and Shigella","118UI",,"PDT000390155.1","2018-10-09T12:51:16Z","Mexico: Mexico City","urine","clinical","Homo sapiens",,,,"SAMN10112494","GCA_003627855.1","aadA5,blaEC,dfrA17,mph(A),qacEdelta1,sul1,tet(A)","PDG000000004.1583"
"E.coli and Shigella","619011","Escherichia coli","PDT000390568.1","2018-10-12T21:45:42Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10232626",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","619057","Escherichia coli","PDT000390574.1","2018-10-12T21:45:43Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10232627",,"blaEC,fosA7","PDG000000004.1583"
"E.coli and Shigella","619060","Escherichia coli","PDT000390575.1","2018-10-12T21:45:43Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10232617",,"aph(3'')-Ib,aph(6)-Id,blaEC,dfrA14,sul2","PDG000000004.1583"
"E.coli and Shigella","619061","Escherichia coli","PDT000390577.1","2018-10-12T21:45:44Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10232609",,"blaEC,blaTEM-1,qnrS1","PDG000000004.1583"
"E.coli and Shigella","619820","Escherichia coli","PDT000390802.1","2018-10-14T04:50:38Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10238097","GCA_003901615.1","ant(3''),blaCTX-M-15,blaEC,blaTEM-1,dfrA15,qacEdelta1,qnrS1,sul1,tet(A)","PDG000000004.1583"
"E.coli and Shigella","619818","Escherichia coli","PDT000390804.1","2018-10-14T04:50:38Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10238101",,"aadA1,aph(3'')-Ib,aph(6)-Id,blaCTX-M-14,blaEC,blaTEM-1,dfrA1,sat2,sul2","PDG000000004.1583"
"E.coli and Shigella","619889","Escherichia coli","PDT000390808.1","2018-10-14T04:50:39Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10238096",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","619885","Escherichia coli","PDT000390812.1","2018-10-14T04:50:40Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10238121",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","619943","Escherichia coli","PDT000390815.1","2018-10-14T04:50:40Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10238125","GCA_003905235.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","619881","Escherichia coli","PDT000390817.1","2018-10-14T04:50:40Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10238115",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","619892","Escherichia coli","PDT000390820.1","2018-10-14T04:50:41Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10238110",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","619890","Escherichia coli","PDT000390823.1","2018-10-14T04:50:41Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10238109",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","619893","Escherichia coli","PDT000390824.1","2018-10-14T04:50:41Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10238111",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2","PDG000000004.1583"
"E.coli and Shigella","619883","Escherichia coli","PDT000390825.1","2018-10-14T04:50:42Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10238103",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","619817","Escherichia coli","PDT000390836.1","2018-10-14T04:50:43Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10238107",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA14,mph(A),sul2","PDG000000004.1583"
"E.coli and Shigella","620378","Escherichia coli","PDT000390952.1","2018-10-15T04:45:51Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10238826","GCA_003905275.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","619819","Escherichia coli","PDT000390953.1","2018-10-15T04:45:51Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10238825",,"aadA5,aph(3')-Ia,blaEC,dfrA17,mph(A),qacEdelta1,qnrS13,sul1,tet(A)","PDG000000004.1583"
"E.coli and Shigella","621771","Escherichia coli","PDT000390954.1","2018-10-15T04:45:51Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10238831",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","620390","Escherichia coli","PDT000390957.1","2018-10-15T04:45:52Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10238828",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","620388","Escherichia coli","PDT000390959.1","2018-10-15T04:45:53Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10238827",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","621721","Escherichia coli","PDT000391618.1","2018-10-16T04:45:13Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10244179",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","621719","Escherichia coli","PDT000391619.1","2018-10-16T04:45:13Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10244183",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","621722","Escherichia coli","PDT000391620.1","2018-10-16T04:45:13Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10244278",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","BP9671",,"PDT000391851.1","2018-10-11T10:03:27Z","India: Vellore","blood","clinical","Homo sapiens",,,,"SAMN10160269","GCA_003628115.1","aac(6')-Ib-cr5,aadA2,aadA5,blaCMY-2,blaCTX-M-15,blaEC,blaNDM-5,blaOXA-1,blaTEM-1,ble,catB3,dfrA12,dfrA17,mph(A),qacEdelta1,rmtB1,sul1,tet(A)","PDG000000004.1583"
"E.coli and Shigella","BP1241",,"PDT000391852.1","2018-10-11T10:04:37Z","India: Vellore","blood","clinical","Homo sapiens",,,,"SAMN10160268","GCA_003628175.1","aadA5,blaCTX-M-14,blaEC,dfrA17,erm(B),mph(A),qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella","BA17187",,"PDT000391853.1","2018-10-11T10:04:49Z","India: Vellore","blood","clinical","Homo sapiens",,,,"SAMN10160267","GCA_003628185.1","aadA5,blaEC,blaNDM-5,blaTEM-1,ble,dfrA17,erm(B),mph(A),qacEdelta1,rmtB1,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","BA9615",,"PDT000391854.1","2018-10-11T10:04:51Z","India: Vellore","blood","clinical","Homo sapiens",,,,"SAMN10160264","GCA_003628195.1","aac(6')-Ib-cr5,aadA5,blaCMY-42,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-181,catB3,dfrA17,mph(A),qacEdelta1,qnrS1,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","BA6159",,"PDT000391855.1","2018-10-11T10:05:45Z","India: Vellore","blood","clinical","Homo sapiens",,,,"SAMN10160263","GCA_003628235.1","aac(3)-IIa,aac(6')-Ib-cr5,aadA1,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M,blaEC-5,blaOXA-1,blaOXA-10,blaOXA-9,blaTEM-1,catB3,cmlA5,dfrA17,qacE,qnrA1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","BA3358",,"PDT000391856.1","2018-10-11T10:06:13Z","India: Vellore","blood","clinical","Homo sapiens",,,,"SAMN10160262","GCA_003628255.1","aadA2,blaEC,blaNDM-5,blaTEM-1,ble,dfrA12,erm(B),mph(A),qacEdelta1,rmtB1,sul1","PDG000000004.1583"
"E.coli and Shigella","B4814",,"PDT000391857.1","2018-10-11T10:06:34Z","India: Vellore","blood","clinical","Homo sapiens",,,,"SAMN10160259","GCA_003628265.1","aadA1,ant(2'')-Ia,blaCTX-M,blaEC,blaTEM-84,cmlA6,dfrA24,mph(A),qacEdelta1,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","B4113",,"PDT000391858.1","2018-10-11T10:07:37Z","India: Vellore","blood","clinical","Homo sapiens",,,,"SAMN10160258","GCA_003628295.1","aac(3)-IIa,aac(6')-Ib-cr5,aadA1,arr-3,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-10,blaTEM-1,catB3,cmlA5,dfrA14,qacEdelta1,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","BA10937",,"PDT000391860.1","2018-10-11T10:08:37Z","India: Vellore","blood","clinical","Homo sapiens",,,,"SAMN10160265","GCA_003628345.1","aac(3)-IIa,aac(6')-Ib-cr5,blaCTX-M-15,blaEC,blaOXA-1,blaTEM-1,catB3,erm(B),mph(A),tet(B)","PDG000000004.1583"
"E.coli and Shigella","B8110",,"PDT000391862.1","2018-10-11T10:09:42Z","India: Vellore","blood","clinical","Homo sapiens",,,,"SAMN10160260","GCA_003628395.1","aac(3)-IId,aac(6')-Ib,aadA1,blaCTX-M-15,blaEC,blaOXA-9,blaSHV-12,blaTEM,catA1,catB3,dfrA1,qacEdelta1,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","BA4095",,"PDT000392505.1","2018-10-15T21:01:52Z","Brazil: Bhaia","stool","clinical","Homo sapiens",,,,"SAMN10060931","GCA_003651265.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","4632-3",,"PDT000392506.1","2018-10-15T21:02:17Z","Brazil: Sao Paulo","stool","clinical","Homo sapiens",,,,"SAMN10060929","GCA_003651285.1","blaEC,qacG","PDG000000004.1583"
"E.coli and Shigella","4581-2",,"PDT000392507.1","2018-10-15T21:02:47Z","Brazil: Sao Paulo","stool","clinical","Homo sapiens",,,,"SAMN10060928","GCA_003651325.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","BA2103",,"PDT000392508.1","2018-10-15T21:02:51Z","Brazil: Bhaia","stool","clinical","Homo sapiens",,,,"SAMN10060930","GCA_003651275.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","3991-1",,"PDT000392509.1","2018-10-15T21:03:48Z","Brazil: Sao Paulo","stool","clinical","Homo sapiens",,,,"SAMN10060927","GCA_003651345.1","ampC","PDG000000004.1583"
"E.coli and Shigella","3881-3",,"PDT000392510.1","2018-10-15T21:03:49Z","Brazil: Sao Paulo","stool","clinical","Homo sapiens",,,,"SAMN10060926","GCA_003651355.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","3522-6",,"PDT000392511.1","2018-10-15T21:04:04Z","Brazil: Sao Paulo","stool","clinical","Homo sapiens",,,,"SAMN10060925","GCA_003651375.1","ampC,tet(B)","PDG000000004.1583"
"E.coli and Shigella","2012-1",,"PDT000392512.1","2018-10-15T21:05:09Z","Brazil: Sao Paulo","stool","clinical","Homo sapiens",,,,"SAMN10060923","GCA_003651405.1","blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","1331-2",,"PDT000392513.1","2018-10-15T21:05:19Z","Brazil: Sao Paulo","stool","clinical","Homo sapiens",,,,"SAMN10060922","GCA_003651415.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","CHL5009T",,"PDT000393718.1","2018-10-18T11:55:55Z","New Zealand: Christchurch","urine","clinical","Homo sapiens",,,,"SAMN10225034","GCA_003666405.1","aac(3)-IId,aadA1,aadA2,blaCTX-M-55,blaEC,blaTEM-1,catA2,cmlA1,dfrA12,mcr-1.1,mcr-3.1,qacL,qnrS1,sul3,tet(A),tet(M)","PDG000000004.1583"
"E.coli and Shigella","624513","Escherichia coli","PDT000394225.1","2018-10-23T04:46:54Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10269644",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","623554","Escherichia coli","PDT000394231.1","2018-10-23T04:46:55Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10269655",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","624510","Escherichia coli","PDT000394237.1","2018-10-23T04:46:56Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10269661",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","625766","Escherichia coli","PDT000394239.1","2018-10-23T04:46:57Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10269660",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","624511","Escherichia coli","PDT000394241.1","2018-10-23T04:46:57Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10269664",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","623556","Escherichia coli","PDT000394243.1","2018-10-23T04:46:58Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10269678",,"aac(3)-II,aac(3)-IId,aph(6)-Id,blaEC,blaTEM,blaTEM-1,dfrA17,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","626643","Escherichia coli","PDT000394247.1","2018-10-23T04:46:59Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10269674","GCA_004255345.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","621429","Escherichia coli","PDT000394251.1","2018-10-23T04:47:00Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10269668",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","623534","Escherichia coli","PDT000394254.1","2018-10-23T04:47:00Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10269666",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA14,qnrS1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","623212","Escherichia coli","PDT000394255.1","2018-10-23T04:47:01Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10269683","GCA_004270025.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","623155","Escherichia coli","PDT000394266.1","2018-10-23T04:47:03Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10269709","GCA_004268345.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA8,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","625811","Escherichia coli","PDT000394268.1","2018-10-23T04:47:04Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10269706","GCA_003920995.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","625829","Escherichia coli","PDT000394280.1","2018-10-23T04:47:07Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10269717",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","626715","Escherichia coli","PDT000394287.1","2018-10-23T04:47:08Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10269721","GCA_004261085.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","626634","Escherichia coli","PDT000394294.1","2018-10-23T04:47:10Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10269720",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","621391","Escherichia coli","PDT000394343.1","2018-10-23T04:47:22Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN10272286",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","ZRUEC11",,"PDT000394412.1","2018-10-22T10:10:40Z","Pakistan","urine","clinical","Homo sapiens",,,,"SAMN09274370","GCA_003668735.1","aac(3)-IIa,aac(6')-Ib-cr5,aadA1,aadA5,ant(2'')-Ia,blaCTX-M-15,blaEC,blaOXA-1,catB3,cmlA6,dfrA17,mph(A),qacEdelta1,sul1,tet(A)","PDG000000004.1583"
"E.coli and Shigella","50816743",,"PDT000097043.1","2015-12-09T15:03:31Z","Norway","blood","clinical","Homo sapiens","PDS000006918.52",26,10,"SAMN04158318","GCA_001463385.1","aac(3)-II,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-181,blaTEM-1,catB3,dfrA17,mph(A),qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","PB406",,"PDT000181727.2","2017-01-27T23:33:29Z","Thailand","urine","clinical","Homo sapiens","PDS000006918.52",22,24,"SAMEA3531727",,"aac(3)-II,aac(6')-Ib-cr,blaCMY,blaCTX-M-15,blaEC,blaOXA-1,blaTEM-1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","AUH_IMP194",,"PDT000212814.1","2017-05-22T17:08:24Z","Lebanon",,"clinical","Homo sapiens","PDS000006918.52",42,46,"SAMN06690112","GCA_002155775.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-181,catB3,dfrA17,qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","AMA1167",,"PDT000270173.1","2017-12-04T14:53:10Z","Denmark","liver","clinical","Homo sapiens","PDS000006918.52",11,23,"SAMN07983336","GCA_002803905.1","aac(3)-IId,aac(6')-Ib-cr5,aadA2,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaNDM-5,blaOXA-1,blaOXA-181,blaTEM-1,ble,dfrA12,dfrA17,mph(A),qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","KBN10P04869",,"PDT000291270.1","2018-02-27T10:23:52Z","South Korea: Daegu","blood","clinical","Homo sapiens","PDS000006918.52",18,29,"SAMN08369073","GCA_002953455.1","aac(3)-IId,aac(6')-Ib-cr5,aadA2,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaNDM-5,blaOXA-1,blaOXA-181,blaTEM-1,ble,dfrA12,dfrA17,mph(A),qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","B12243",,"PDT000297993.1","2018-03-18T22:19:01Z","India: Vellore","blood","clinical","Homo sapiens","PDS000006918.52",24,25,"SAMN08637770","GCA_003008025.1","aac(6')-Ib-cr5,aadA2,aadA5,blaCMY-2,blaCTX-M-15,blaEC,blaNDM-5,blaOXA-1,blaOXA-181,blaTEM-1,ble,catB3,dfrA12,dfrA17,erm(B),mph(A),qacEdelta1,qnrS1,rmtB1,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","B32065",,"PDT000298005.1","2018-03-18T22:34:47Z","India: Vellore","blood","clinical","Homo sapiens","PDS000006918.52",21,25,"SAMN08637773","GCA_003008275.1","aac(3)-IId,aac(6')-Ib-cr5,aadA2,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaNDM-5,blaOXA-1,blaTEM-1,ble,catB3,dfrA12,dfrA17,qacEdelta1,rmtB1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","BA22372",,"PDT000298006.1","2018-03-18T22:35:39Z","India: Vellore","blood","clinical","Homo sapiens","PDS000006918.52",7,37,"SAMN08637771","GCA_003008295.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-181,blaTEM-1,catB3,dfrA17,mph(A),qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402874.1","2018-11-03T06:36:16Z","France","Rectal Swap","clinical","Homo sapiens","PDS000006918.52",16,0,"SAMEA4727896","GCA_900488865.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaFRI,blaOXA-1,blaOXA-181,blaTEM-1,catB3,dfrA17,mph(A),qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402875.1","2018-11-03T06:38:25Z","France","Rectal Swap","clinical","Homo sapiens","PDS000006918.52",19,19,"SAMEA4727897","GCA_900488875.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-181,blaTEM-1,catB3,dfrA17,mph(A),qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402876.1","2018-11-03T06:39:28Z","France","urine","clinical","Homo sapiens","PDS000006918.52",12,12,"SAMEA4727899","GCA_900488895.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-181,blaTEM-1,catB3,dfrA17,mph(A),qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402877.1","2018-11-03T06:39:53Z","France","urine","clinical","Homo sapiens","PDS000006918.52",11,15,"SAMEA4727901","GCA_900488915.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaEC,blaOXA-1,blaOXA-181,blaTEM-1,catB3,dfrA17,mph(A),qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402878.1","2018-11-03T06:40:23Z","France","urine","clinical","Homo sapiens","PDS000006918.52",14,19,"SAMEA4727903","GCA_900488905.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-181,blaTEM-1,catB3,dfrA17,mph(A),qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402879.1","2018-11-03T06:42:34Z","France","urine","clinical","Homo sapiens","PDS000006918.52",16,20,"SAMEA4727905","GCA_900488955.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-181,blaTEM-1,catB3,dfrA17,qacEdelta1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402880.1","2018-11-03T06:44:08Z","France","Rectal Swap","clinical","Homo sapiens","PDS000006918.52",26,26,"SAMEA4727907","GCA_900488985.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-181,blaTEM-1,catB3,dfrA17,mph(A),qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402881.1","2018-11-03T06:44:59Z","France","Rectal Swap","clinical","Homo sapiens","PDS000006918.52",16,21,"SAMEA4727911","GCA_900488935.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-181,blaTEM-1,catB3,dfrA17,qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402882.1","2018-11-03T06:45:33Z","France","urine","clinical","Homo sapiens","PDS000006918.52",10,11,"SAMEA4727913","GCA_900490465.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-55,blaEC,blaOXA-1,blaOXA-181,blaTEM-1,catB3,dfrA17,fosA3,mph(A),qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402883.1","2018-11-03T06:47:42Z","France","Rectal Swap","clinical","Homo sapiens","PDS000006918.52",14,23,"SAMEA4727914","GCA_900489065.1","aac(6')-Ib-cr5,aadA5,blaCMY-2,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-181,blaTEM-1,catB3,dfrA17,qacEdelta1,qnrS1,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402885.1","2018-11-03T06:48:44Z","France","Rectal Swap","clinical","Homo sapiens","PDS000006918.52",21,31,"SAMEA4727918","GCA_900489045.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-181,blaTEM-1,catB3,dfrA17,mph(A),qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402888.1","2018-11-03T06:53:29Z","France","Rectal Swap","clinical","Homo sapiens","PDS000006918.52",5,14,"SAMEA4727923","GCA_900489125.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaOXA,blaOXA-181,blaTEM-1,catB3,dfrA17,mph(A),qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402889.1","2018-11-03T06:55:45Z","France",,"clinical","Homo sapiens","PDS000006918.52",25,33,"SAMEA4727925","GCA_900489145.1","aadA5,blaCMY,blaEC,blaOXA-181,dfrA17,qacEdelta1,qnrS1,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402890.1","2018-11-03T06:57:56Z","France","Rectal Swap","clinical","Homo sapiens","PDS000006918.52",5,11,"SAMEA4727927","GCA_900489225.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-181,blaTEM-1,catB3,dfrA17,mph(A),qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402891.1","2018-11-03T07:00:28Z","France","urine","clinical","Homo sapiens","PDS000006918.52",6,20,"SAMEA4727929","GCA_900489195.1","aac(6')-Ib-cr5,aadA5,blaCMY-2,blaCTX-M-15,blaEC,blaOXA,blaOXA-181,blaTEM-1,catB3,dfrA17,qacEdelta1,qnrS1,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402892.1","2018-11-03T07:01:09Z","France","urine","clinical","Homo sapiens","PDS000006918.52",19,33,"SAMEA4727930","GCA_900489095.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-181,blaTEM-1,catB3,dfrA17,mph(A),qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella",,,"PDT000402893.1","2018-11-03T07:04:22Z","France","Rectal Swap","clinical","Homo sapiens","PDS000006918.52",15,34,"SAMEA4727932","GCA_900489215.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-181,blaTEM,catB3,dfrA17,mph(A),qacEdelta1,qnrS1,sul1,sul2,tet(B)","PDG000000004.1583"
